SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917080033403,1781700280177,7897322709536,    -     ,    -     ,ADDERA D3,50000 UI COM REV CT BL AL PLAS TRANS X 10,A11C2 - VITAMINA D PURA,Específico,Regulado,452.06,506.31,585.09,625.66,544.65,630.03,547.95,634.46,551.3,652.83,679.2,781.55,833.96,752.95,839.59,757.51,845.3,762.14,868.94,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540914010013008,1781700280169,7897322709529,    -     ,    -     ,ADDERA D3,50000 UI COM REV CT BL AL PLAS TRANS X 4,A11C2 - VITAMINA D PURA,Específico,Regulado,180.86,202.56,234.08,250.31,217.9,252.06,219.22,253.83,220.56,261.18,271.73,312.68,333.64,301.23,335.9,303.06,338.18,304.91,347.64,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540919060039803,1781700280517,7896094917866,    -     ,    -     ,ADDERA D3,50000 UI COM REV CT BL AL PLAS TRANS X 8,A11C2 - VITAMINA D PURA,Específico,Regulado,361.69,405.09,468.12,500.58,435.77,504.08,438.41,507.62,441.08,522.32,543.41,625.31,667.24,602.43,671.75,606.08,676.31,609.77,695.23,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540919060040103,1781700280533,7896094918078,    -     ,    -     ,ADDERA D3,50000 UI CAP MOLE CT BL AL PLAS OPC X 6,A11C2 - VITAMINA D PURA,Específico,Regulado,271.27,303.82,351.09,375.44,326.83,378.06,328.81,380.72,330.81,391.74,407.56,468.98,500.43,451.82,503.81,454.56,507.24,457.33,521.42,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917080033303,1781700280452,7897322709765,    -     ,    -     ,ADDERA D3,50000 UI CAP MOLE CT BL AL PLAS OPC X 10,A11C2 - VITAMINA D PURA,Específico,Regulado,452.06,506.31,585.09,625.66,544.65,630.03,547.95,634.46,551.3,652.83,679.2,781.55,833.96,752.95,839.59,757.51,845.3,762.14,868.94,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540915040014903,1781700280444,7897322709758,    -     ,    -     ,ADDERA D3,50000 UI CAP MOLE CT BL AL PLAS OPC X 4,A11C2 - VITAMINA D PURA,Específico,Regulado,180.86,202.56,234.08,250.31,217.9,252.06,219.22,253.83,220.56,261.18,271.73,312.68,333.64,301.23,335.9,303.06,338.18,304.91,347.64,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540919060039903,1781700280541,7896094917873,    -     ,    -     ,ADDERA D3,50000 UI CAP MOLE CT BL AL PLAS OPC X 8,A11C2 - VITAMINA D PURA,Específico,Regulado,361.69,405.09,468.12,500.58,435.77,504.08,438.41,507.62,441.08,522.32,543.41,625.31,667.24,602.43,671.75,606.08,676.31,609.77,695.23,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
COLECALCIFEROL,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540917080033203,1781700280096,7897322709451,    -     ,    -     ,ADDERA D3,5000 UI COM REV BL AL PLAS TRANS X 30,A11C2 - VITAMINA D PURA,Específico,Regulado,135.62,151.89,175.52,187.69,163.39,189.01,164.38,190.34,165.39,195.85,203.76,234.46,250.18,225.88,251.88,227.25,253.59,228.64,260.68,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010025301,1705601070012,7891106909266,    -     ,    -     ,ADEMPAS®,"0,5 MG COM REV CT BL AL PLAS PP TRANS X 42",C6B9 - OUTROS PRODUTOS PARA HIPERTENSÃO ARTERIAL PULMONAR,Novo,Regulado,6275.83,7028.93,8122.55,8685.85,7561.24,8746.51,7607.07,8808.03,7653.45,9063.04,9429.06,10849.97,11577.58,10452.97,11655.77,10516.33,11735.01,10580.45,12063.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010025501,1705601070039,7891106909280,    -     ,    -     ,ADEMPAS®,"1,0 MG COM REV CT BL AL PLAS PP TRANS X 42",C6B9 - OUTROS PRODUTOS PARA HIPERTENSÃO ARTERIAL PULMONAR,Novo,Regulado,6275.83,7028.93,8122.55,8685.85,7561.24,8746.51,7607.07,8808.03,7653.45,9063.04,9429.06,10849.97,11577.58,10452.97,11655.77,10516.33,11735.01,10580.45,12063.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010025701,1705601070055,7891106909303,    -     ,    -     ,ADEMPAS®,"1,5 MG COM REV CT BL AL PLAS PP TRANS X 42",C6B9 - OUTROS PRODUTOS PARA HIPERTENSÃO ARTERIAL PULMONAR,Novo,Regulado,6275.83,7028.93,8122.55,8685.85,7561.24,8746.51,7607.07,8808.03,7653.45,9063.04,9429.06,10849.97,11577.58,10452.97,11655.77,10516.33,11735.01,10580.45,12063.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010025901,1705601070071,7891106909327,    -     ,    -     ,ADEMPAS®,"2,0 MG COM REV CT BL AL PLAS PP TRANS X 42",C6B9 - OUTROS PRODUTOS PARA HIPERTENSÃO ARTERIAL PULMONAR,Novo,Regulado,6275.83,7028.93,8122.55,8685.85,7561.24,8746.51,7607.07,8808.03,7653.45,9063.04,9429.06,10849.97,11577.58,10452.97,11655.77,10516.33,11735.01,10580.45,12063.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
RIOCIGUATE,18.459.628/0001-15,BAYER S.A.,538916010026101,1705601070098,7891106909341,    -     ,    -     ,ADEMPAS®,"2,5 MG COM REV CT BL AL PLAS PP TRANS X 42",C6B9 - OUTROS PRODUTOS PARA HIPERTENSÃO ARTERIAL PULMONAR,Novo,Regulado,6275.83,7028.93,8122.55,8685.85,7561.24,8746.51,7607.07,8808.03,7653.45,9063.04,9429.06,10849.97,11577.58,10452.97,11655.77,10516.33,11735.01,10580.45,12063.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
ADENOSINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523700102151316,1003300380038,7896094200425,    -     ,    -     ,ADENOCARD,3 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,C1B - ANTIARRÍTMICOS CARDÍACOS,Similar,Regulado,722.72,722.72,821.27,870.75,870.75,876.02,876.02,881.37,881.37,903.4,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ADENOSINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511613103154114,1134301820021,7898470681804,    -     ,    -     ,ADENOSINA,3 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML,C1B - ANTIARRÍTMICOS CARDÍACOS,Genérico,Regulado,453.73,453.73,515.6,546.66,546.66,549.98,549.98,553.33,553.33,567.16,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PANTOPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500514030055803,1057304620083,7896658021732,    -     ,    -     ,ADIPEPT,40 MG COM REV CT BL AL AL X 28,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,130.91,130.91,148.76,157.72,157.72,158.68,158.68,159.65,159.65,163.64,180.98,205.65,218.04,218.04,219.37,219.37,220.71,220.71,226.22,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PANTOPRAZOL,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500514030055903,1057304620091,7896658021749,    -     ,    -     ,ADIPEPT,40 MG COM REV CT BL AL AL X 42,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,196.35,196.35,223.13,236.57,236.57,238.0,238.0,239.45,239.45,245.44,271.44,308.46,327.04,327.04,329.02,329.02,331.03,331.03,339.31,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
EPINEFRINA,19.570.720/0001-10,HIPOLABOR FARMACEUTICA LTDA,511600301157411,1134300010016,7898123900023,    -     ,    -     ,ADREN,1 MG/ML  SOL INJ CX 100 AMP VD AMB X 1 ML,C1C1 - ESTIMULANTES CARDÍACOS EXCLUINDO AGENTES DOPAMINÉRGICOS.,Similar,Regulado,145.31,162.75,188.07,201.11,175.08,202.52,176.14,203.94,177.21,209.85,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
EVEROLIMO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526530901116312,1006810650015,7896261016538,    -     ,    -     ,AFINITOR,5 MG COM CT BL AL/AL X 30,L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE,Novo,Regulado,5943.03,5943.03,6753.45,7160.28,7160.28,7203.67,7203.67,7247.6,7247.6,7428.79,8215.89,9336.25,9898.67,9898.67,9958.65,9958.65,10019.38,10019.38,10269.87,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
EVEROLIMO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526530902112310,1006810650023,7896261016545,    -     ,    -     ,AFINITOR,10 MG COM CT BL AL/AL X 30,L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE,Novo,Regulado,11886.09,11886.09,13506.92,14320.59,14320.59,14407.38,14407.38,14495.23,14495.23,14857.61,16431.82,18672.52,19797.38,19797.38,19917.36,19917.36,20038.81,20038.81,20539.77,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
EVEROLIMO,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526530903119319,1006810650031,7896261018075,    -     ,    -     ,AFINITOR,"2,5 MG COM CT BL AL/AL X 30",L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE,Novo,Regulado,2971.47,2971.47,3376.67,3580.08,3580.08,3601.78,3601.78,3623.74,3623.74,3714.34,4107.88,4668.05,4949.25,4949.25,4979.25,4979.25,5009.61,5009.61,5134.86,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000407,1334800020021,7898616360150,    -     ,    -     ,AFREZZA,"8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL","A10C1 - INSULINA HUMANA E ANÁLOGOS, DE AÇÃO RÁPIDA",Biológico,Regulado,1356.05,1356.05,1540.97,1633.79,1633.79,1643.7,1643.7,1653.72,1653.72,1695.06,1874.66,2130.3,2258.62,2258.62,2272.32,2272.32,2286.17,2286.17,2343.32,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000907,1334800020072,7898616360204,    -     ,    -     ,AFREZZA,"4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 90 + 2 INAL","A10C1 - INSULINA HUMANA E ANÁLOGOS, DE AÇÃO RÁPIDA",Biológico,Regulado,1752.6,1752.6,1991.59,2111.57,2111.57,2124.36,2124.36,2137.32,2137.32,2190.75,2422.87,2753.26,2919.12,2919.12,2936.8,2936.8,2954.72,2954.72,3028.58,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
INSULINA HUMANA,04.752.991/0001-10,BIOMM SA,574519100000507,1334800020031,7898616360167,    -     ,    -     ,AFREZZA,12 U (1 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL,"A10C1 - INSULINA HUMANA E ANÁLOGOS, DE AÇÃO RÁPIDA",Biológico,Regulado,2042.42,2042.42,2320.93,2460.75,2460.75,2475.66,2475.66,2490.76,2490.76,2553.03,2823.53,3208.55,3401.84,3401.84,3422.45,3422.45,3443.33,3443.33,3529.41,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TIROFIBANA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505609401151317,1376401200013,7895858005849,    -     ,    -     ,AGRASTAT,"0,25 MG/ML SOL INJ CT FA VD TRANS X 50 ML","B1C3 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, ANTAGONISTAS GLICOPROTEÍNA IIB/IIIA",Novo,Regulado,838.24,838.24,952.55,1009.93,1009.93,1016.05,1016.05,1022.24,1022.24,1047.8,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE ANAGRELIDA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501121020037717,1063903020010,7896641817212,    -     ,    -     ,AGRYLIN,"0,5 MG CAP DURA CT FR PLAS OPC X 100","B1C4 - INIBIDORES DA AGREGAÇÃO PLAQUETÁRIA, REALÇADORES DO AMP CÍCLICO",Novo,Regulado,2342.33,2342.33,2661.74,2822.08,2822.08,2839.19,2839.19,2856.5,2856.5,2927.91,3238.13,3679.7,3901.36,3901.36,3925.01,3925.01,3948.94,3948.94,4047.66,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520100111153410,1013900160133,7898153652527,    -     ,    -     ,AGUA PARA INJEÇAO,SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,112.27,112.27,127.58,135.27,135.27,136.08,136.08,136.91,136.91,140.34,155.21,176.37,187.0,187.0,188.12,188.12,189.27,189.27,194.01,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520100112151411,1013900160125,7898153652510,    -     ,    -     ,AGUA PARA INJEÇAO,SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,134.29,134.29,152.6,161.8,161.8,162.78,162.78,163.77,163.77,167.86,185.65,210.96,223.68,223.68,225.03,225.03,226.4,226.4,232.06,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520100113156417,1013900160117,7898153652503,    -     ,    -     ,AGUA PARA INJEÇAO,SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,242.06,242.06,275.07,291.64,291.64,293.41,293.41,295.2,295.2,302.58,334.63,380.27,403.18,403.18,405.62,405.62,408.1,408.1,418.3,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507900106157411,1177200240439,7898007677041,    -     ,    -     ,AGUA PARA INJEÇÃO,SOL INJ CX 12 FR PE SIST FECH X 1000 ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,113.09,113.09,128.51,136.25,136.25,137.08,137.08,137.91,137.91,141.36,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507900108151410,1177200240404,7898007677034,    -     ,    -     ,AGUA PARA INJEÇÃO,SOL INJ CX 24 FR PE SIST FECH X 500 ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,162.53,162.53,184.69,195.82,195.82,197.01,197.01,198.21,198.21,203.16,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507900109156416,1177200240412,7898007677447,    -     ,    -     ,AGUA PARA INJEÇÃO,SOL INJ CX 40 FR PE SIST FECH X 250 ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,244.2,244.2,277.5,294.22,294.22,296.0,296.0,297.8,297.8,305.25,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJETÁVEIS,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507900111150411,1177200240420,7898007677010,    -     ,    -     ,AGUA PARA INJEÇÃO,SOL INJ CX 70 FR PE SIST FECH X 100 ML,K1B4 - ÁGUA DESTILADA PARA INJEÇÃO,Específico,Regulado,445.1,445.1,505.8,536.26,536.26,539.52,539.52,542.8,542.8,556.38,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ÁGUA PARA INJEÇÃO,01.784.792/0001-03,EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA,507914060011903,1177200240463,7898007676051,    -     ,    -     ,AGUA PARA INJEÇÃO,SOL INJ CX 200 AMP PE X 10 ML,K4D - OUTRAS SOLUÇÕES INJETÁVES OU ADITIVOS PARA INFUSÃO (<100ML),Específico,Regulado,105.87,105.87,120.31,127.55,127.55,128.33,128.33,129.11,129.11,132.34,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CITRATO DE SILDENAFILA,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538806302118417,1677304600123,7896004728568,    -     ,    -     ,AH-ZUL,100 MG COM REV CT BL AL PLAS OPC X 4,"G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5",Similar,Regulado,101.4,113.57,131.24,140.34,122.17,141.32,122.91,142.32,123.66,146.44,152.35,175.31,187.06,168.89,188.33,169.92,189.61,170.95,194.92,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
PALONOSETRONA,15.127.898/0001-30,MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA,556718050001902,1919800080010,7898586630772,    -     ,    -     ,AKYNZEO,"0,56 MG + 300 MG CAP DURA CT BL AL AL X 1","A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1",Novo,Regulado,225.21,252.24,291.49,311.7,271.34,313.88,272.99,316.08,274.65,325.24,338.37,389.37,415.47,375.11,418.28,377.39,421.12,379.69,432.91,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
ALBENDAZOL,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510405506138411,1542300440063,7899095210622,    -     ,    -     ,ALBEL,40 MG/ML SUS CX 60 FR PLAS AMB X 10 ML,P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),Similar,Regulado,463.43,463.43,526.63,558.35,558.35,561.73,561.73,565.16,565.16,579.29,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBENDAZOL,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528500206130115,1256800290041,7898148292943,    -     ,    -     ,ALBENDAZOL,40 MG/ML SUS OR CX 200 FR PLAS OPC X 10 ML,P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),Genérico,Regulado,344.75,344.75,391.76,415.36,415.36,417.88,417.88,420.43,420.43,430.94,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBENDAZOL,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520718060109906,1037003130041,7896112117131,    -     ,    -     ,ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL,40 MG/ML SUS OR CX 100 FR VD AMB X 10 ML (EMB. HOSP.),P1B - ANTI-HELMÍNTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),Genérico,Regulado,517.0,517.0,587.5,622.89,622.89,626.67,626.67,630.49,630.49,646.25,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,33.348.731/0001-81,BIOTEST FARMACÊUTICA LTDA,524614020001704,1091400190027,4036124019518,    -     ,    -     ,ALBIOMIN,200 G/L SOL INJ IV CT FA VD TRANS X 50 ML,K3B3 - SOLUÇÕES DE PROTEINAS >5%,Biológico,Regulado,247.97,247.97,281.78,298.76,298.76,300.57,300.57,302.4,302.4,309.96,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510900102151415,1364100010025,8470006706121,    -     ,    -     ,ALBUMINA HUMANA GRIFOLS,"0,2G/ML SOL INJ FA VD INC 50ML",K3B3 - SOLUÇÕES DE PROTEINAS >5%,Novo,Regulado,304.37,304.37,345.88,366.71,366.71,368.93,368.93,371.18,371.18,380.46,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510920020005907,1364100010041,8470006706381,    -     ,    -     ,ALBUMINA HUMANA GRIFOLS,"0,05G/ML SOL INJ FA VD INC 100ML ",K3A - SANGUE E FRAÇÕES DO PLASMA,Novo,Regulado,145.95,145.95,165.85,175.84,175.84,176.91,176.91,177.99,177.99,182.44,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510920020006107,1364100010068,8470006708101,    -     ,    -     ,ALBUMINA HUMANA GRIFOLS,"0,05G/ML SOL INJ FA VD INC 500ML",K3A - SANGUE E FRAÇÕES DO PLASMA,Novo,Regulado,729.23,729.23,828.67,878.59,878.59,883.91,883.91,889.3,889.3,911.54,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510920020006007,1364100010051,8470006706466,    -     ,    -     ,ALBUMINA HUMANA GRIFOLS,"0,05G/ML SOL INJ FA VD INC 250ML",K3A - SANGUE E FRAÇÕES DO PLASMA,Novo,Regulado,364.6,364.6,414.32,439.28,439.28,441.94,441.94,444.63,444.63,455.75,,,,,,,,,,Sim,Sim,Não,Não,,Positiva,Sim,Tarja Vermelha
ALBUMINA HUMANA,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502601804153413,1015101220026,7897499450941,    -     ,    -     ,ALBUREX 20,200G/L SOL INJ CT FA VD TRANS X 50ML,K3B3 - SOLUÇÕES DE PROTEINAS >5%,Biológico,Regulado,204.52,204.52,232.41,246.41,246.41,247.9,247.9,249.41,249.41,255.65,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ESPIRONOLACTONA,02.433.631/0001-20,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,505600204114415,1376400400043,7895858002381,    -     ,    -     ,ALDOSTERIN,25 MG COM REV CT BL AL PLAS TRANSX 200 ,C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS,Similar,Regulado,127.44,127.44,144.82,153.54,153.54,154.47,154.47,155.41,155.41,159.3,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE ALECTINIBE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529219040027601,1010006680014,7613326002486,    -     ,    -     ,ALECENSA,150 MG CAP DURA CT BL AL AL X 224,L1H - INIBIDORES DE PROTEINA QUINASE,Novo,Regulado,20405.34,22853.99,26409.8,28241.32,24584.75,28438.57,24733.75,28638.59,24884.57,29467.73,30657.81,35277.79,37643.55,33986.97,37897.78,34192.96,38155.43,34401.46,39222.53,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
ALENDRONATO DE SÓDIO TRI-HIDRATADO,33.349.473/0001-58,FARMOQUÍMICA S/A,509000407114413,1039001230078,7898040320706,    -     ,    -     ,ALENDIL,70 MG COM CT BL AL PLAS TRANS X 8,M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS,Similar,Regulado,143.29,143.29,162.83,172.64,172.64,173.68,173.68,174.74,174.74,179.11,198.09,225.1,238.66,238.66,240.1,240.1,241.57,241.57,247.61,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
CARBONATO DE CÁLCIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;COLECALCIFEROL,33.349.473/0001-58,FARMOQUÍMICA S/A,509004601111311,1039001750020,7898040321567,    -     ,    -     ,ALENDIL CÁLCIO D,70 MG COM CT BL AL PLAS INC X 4 + (500 + 2) MG COM REV FR POLIET X 60,M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS,Novo,Regulado,103.52,103.52,117.64,124.72,124.72,125.48,125.48,126.24,126.24,129.4,143.11,162.63,172.42,172.42,173.47,173.47,174.52,174.52,178.89,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALENDRONATO DE SÓDIO TRI-HIDRATADO,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070043706,1677300740028,7894916143424,    -     ,    -     ,ALENDRONATO DE SÓDIO,70 MG COM CT BL AL PLAS OPC X 4,M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS,Genérico,Regulado,101.27,101.27,115.08,122.01,122.01,122.75,122.75,123.5,123.5,126.59,140.0,159.09,168.67,168.67,169.69,169.69,170.73,170.73,175.0,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
